haltestelle;gps_x;gps_y;anfragen_durchschnittsmonat
Neuberg-Ravolzhausen Langenselbolder Straße;8.995491;50.187092;100
Eschborn Bahnhofstraße;8.562492;50.143819;100
Ober-Ramstadt-Modau Neutscher Weg;8.741372;49.785636;100
Wiesbaden-Dotzheim Dotzheim-Mitte;8.195188;50.072348;100
Groß-Bieberau Marktplatz;8.825001;49.799367;100
Langen (Hessen) Im Hasenwinkel;8.640599;49.990382;100
Rüsselsheim-Bauschheim Backesgasse;8.375799;49.959254;100
Riedstadt-Crumstadt Rathaus;8.514147;49.809393;100
Büttelborn-Worfelden Rheinstraße Ost;8.553849;49.926535;100
Trebur-Astheim Hans-Böckler-Straße;8.38703;49.937926;100
Bad Homburg v.d.H. Maria-Ward-Schule;8.630031;50.228938;100
Ober-Ramstadt Rathaus;8.746985;49.827765;100
Rüsselsheim Waldweg;8.443739;49.995472;100
Erlensee-Langendiebach Neuer Friedhof;8.983124;50.175079;100
Oberursel (Taunus)-Oberstedten Hans-Mess-Straße;8.580901;50.224425;100
Darmstadt Peter-Behrens-Straße;8.669521;49.885278;100
Hanau-Großauheim Hergerswiesenweg;8.949408;50.095538;100
Langenselbold Friedrich-von-Schiller-Straße;9.027849;50.185205;100
Hasselroth-Neuenhaßlau Busbahnhof;9.091435;50.160744;100
Bad Homburg v.d.H. Benzstraße;8.61472;50.2177;100
Klein-Winternheim, Bahnhof;8.207311;49.939515;100
Schmitten-Niederreifenberg Schwesternheim;8.428562;50.243457;100
Schwalbach (Taunus) Am Erlenborn;8.535276;50.146118;100
Karlstadt (Main);9.768191;49.962789;100
Kronberg (Taunus)-Oberhöchstadt Erlenweg;8.532237;50.185999;100
Hanau Westerburgstraße;8.915298;50.124584;100
Nauheim Rüsselsheimer Straße;8.451834;49.955049;100
Langenselbold Simpelvelder Straße;9.058422;50.179408;100
Wiesbaden Dambachtal;8.239838;50.092358;100
Offenbach (Main)-Bürgel Anneliese-Heikaus-Straße;8.793466;50.118844;100
Glashütten-Oberems Am Pol;8.402601;50.23697;100
Niddatal-Ilbenstadt Hanauer Straße;8.802434;50.27755;100
Engelskirchen Bf;;;100
Gonsenheim, R.-Schirrmann-Str.;8.226543;49.996233;100
Rüsselsheim Stadtwerke;8.430774;49.994952;100
Hanau-Steinheim Eppsteinstraße;8.910673;50.107386;100
Erlensee-Langendiebach Friedensstraße;8.983945;50.168387;100
Mühlheim (Main) Fährenstraße;8.837699;50.125018;100
Obernburg-Elsenfeld;9.154236;49.840615;100
Ronneburg-Hüttengesäß Bahnhofstraße;9.043939;50.216625;100
Gießen-Wieseck Grabenstraße;;;100
Würzburg, Hauptbahnhof ZOB;;;100
Münchhausen (Marburg) Bahnhof;;;100
Mörfelden-Walldorf-Mörfelden Rathausplatz;8.568303;49.975265;100
Pfungstadt Waldstraße;8.597934;49.809997;100
Basel Bad Bf;7.607218;47.567625;100
Wiesbaden-Schierstein Eichendorff-Schule;8.199041;50.059476;100
Eschborn Kölner Straße;8.569967;50.133498;100
Hechtsheim, Mühldreieck;8.268055;49.959738;100
Neunkirchen (Saar) Hbf;7.176339;49.353326;100
Karben-Groß-Karben Lindenplatz;8.775011;50.237966;100
Nidderau-Heldenbergen Kirche;8.864904;50.237858;100
Bad Homburg v.d.H.-Ober-Eschbach Lorscher Straße;8.64519;50.215365;100
Niddatal-Assenheim Schulsteg;8.813513;50.294833;100
Königstein (Taunus)-Schneidhain Am Fliederbusch;8.454052;50.172659;100
Mainz, Bodelschwinghstraße;8.279688;49.984581;100
Gießen Hochhäuser;8.659809;50.596449;100
Wiesbaden Siegfriedring;8.2726;50.064764;100
Langenselbold Emmy-Noether-Straße;9.022611;50.181277;100
Dotzheim HSK Haupteingang;8.192938;50.065474;100
Hanau-Wolfgang Technologiepark Mitte;8.971158;50.123955;100
Westerburg Bf;7.966996;50.557616;100
Mücke-Nieder-Ohmen Bahnhof;9.033666;50.645524;100
Frankenberg-Friedrichshausen Hainaer Straße;;;100
Bad Homburg v.d.H.-Ober-Eschbach Pfarrbornweg;8.652416;50.218781;100
Darmstadt-Arheilgen Steinstraße;8.676701;49.906017;100
Wiesbaden-Dotzheim HSK Augenklinik;8.191018;50.066277;100
Hanau-Großauheim Brückenstraße;8.938677;50.109531;100
Bad Homburg v.d.H.-Ober-Eschbach Am Römischen Hof;8.640354;50.215845;100
Wiesbaden-Dotzheim Bahnhof;8.204168;50.075851;100
S Ostbahnhof (Berlin);13.434951;52.51039;100
Reinheim-Georgenhausen Edeka;8.800123;49.84349;100
Kirchheim/Rohrbach, Bf;8.675354;49.3794;100
Groß-Gerau-Wallerstädten An der Pforte;8.456282;49.906484;100
Finthen, Poststraße;8.178918;49.989136;100
Neu-Isenburg Rathaus;8.68863;50.055476;100
Hanau-Steinheim Alicestraße;8.907427;50.120119;100
Gensingen-Horrweiler, Bahnhof;7.937991;49.897999;100
Hanau-Großauheim Lise-Meitner-Straße;8.937493;50.112466;100
Finthen, Atrium-Hotel;8.171076;49.983131;100
Oberursel (Taunus)-Stierstadt Pfaffenweg;8.579679;50.184819;100
Gemünden (Main);9.700191;50.049755;100
Langen (Hessen) Dürerstraße;8.645356;50.003212;100
Niedernhausen Ulmenstraße;8.316916;50.168087;100
Dreieich-Dreieichenhain Albert-Schweitzer-Str.;8.718813;50.001768;100
Marburg Platz der weißen Rose;;;100
Wiesbaden Hans-Bredow-Straße;8.257945;50.076827;100
Groß-Umstadt-Heubach August-Bebel-Platz;8.964337;49.841503;100
Hofheim am Taunus-Langenhain Siedlung;8.397527;50.108782;100
Erbach (Odw.) Nord;8.990089;49.669899;100
Sinn-Edingen Bahnhof;8.323008;50.632327;100
Gersfeld (Rhön) Bahnhof;;;100
Gonsenheim, Wildpark;8.206074;50.006892;100
Braunfels Busbahnhof;8.391654;50.517449;100
Neuberg-Ravolzhausen Langendiebacher Straße;8.992369;50.185002;100
Mühlheim (Main)-Lämmerspiel Rathaus;8.856278;50.096638;100
Ludwigshafen, Mitte;8.452108;49.478939;100
Erlangen;;;100
Pohlheim-Watzenborn-Steinberg Auf der Brücke;8.708186;50.533891;100
Flörsheim (Main)-Weilbach Alter Friedhof;8.437109;50.044996;100
Langenselbold P+R-Platz;9.058428;50.162039;100
Hartenberg, Am Judensand;8.243157;50.006843;100
Echzell-Bingenheim Kronstraße;8.89638;50.374124;100
Wiesbaden-Biebrich Jägerstraße/Biberbau;8.226409;50.064957;100
Niddatal-Kaichen Ortsmitte;8.837219;50.254715;100
Hofheim am Taunus-Marxheim Sachsenring;8.440535;50.073301;100
Offenbach (Main)-Bürgel Kettelerstraße;8.785264;50.112792;100
Münchhausen-Simtshausen Bahnhof;;;100
Hessisch Lichtenau Orthopädische Klinik;;;100
Wiesbaden-Biebrich Tannenstraße;8.232612;50.061365;100
Langenselbold Lindenplatz;9.039344;50.184581;100
Rüsselsheim Böllenseeplatz;8.402346;49.981889;100
Hamm (Westf), Hauptbahnhof;7.807745;51.678302;100
Wiesbaden-Schierstein Zeilstraße;8.200659;50.046117;100
Neu-Isenburg-Gravenbruch Kreuzung;8.742473;50.059811;100
Bad Soden (Taunus) Am Wasserturm;8.494285;50.13345;100
Reutlingen Hauptbahnhof;9.209731;48.496221;100
Offenbach (Main)-Buchhügel Markusplatz;8.78676;50.095502;100
Liederbach (Taunus)-Niederhofheim Wachenheimer Str;8.482586;50.126881;100
Königstein (Taunus)-Mammolshain Vorderstraße;8.49238;50.171385;100
Wiesbaden-Delkenheim Nürnberger Straße;8.361306;50.041979;100
Wiesbaden-Bierstadt Venatorstraße;8.286353;50.082948;100
Darmstadt-Arheilgen Wildstraße;8.665014;49.912187;100
Schmitten-Hunoldstal Merzhausener Straße;8.466841;50.299142;100
Schwalbach (Taunus) Alter Friedhof;8.539821;50.147825;100
Darmstadt Kirschenallee;8.636361;49.874823;100
Lützelbach Hardt-Siedlung;9.067514;49.788595;100
Gernsheim Johannes-Gutenberg-Schule;8.495871;49.758027;100
Taunusstein-Bleidenstadt Theodor-Heuss-Straße;8.138272;50.13698;100
Hainburg-Hainstadt Feuerwehr;8.935741;50.078746;100
Friedberg (Hessen)-Ockstadt Schloß;8.719174;50.331224;100
Friedrichsdorf-Burgholzhausen Weinstraße;8.673236;50.26216;100
Oberursel (Taunus) Villa Gans;8.564745;50.200321;100
Darmstadt Wöhlerweg;8.636515;49.889845;100
Bad Homburg v.d.H.-Kirdorf Karl-Horn-Straße;8.596446;50.242941;100
Wartenberg-Angersbach Bahnhof;9.446562;50.631158;100
Rüsselsheim Humboldt-Schule;8.444491;49.981621;100
Schlüchtern Hallenbad;9.520766;50.34889;100
Ober-Ramstadt Alicestraße;8.74469;49.830646;100
Dietzenbach Forstweg;8.768594;49.999046;100
Mainz, Pariser Tor;8.265997;49.986222;100
Erlensee-Rückingen Altes Rathaus;8.992688;50.159366;100
Bretzenheim, Hochschule Mainz;8.228606;49.987608;100
Kronberg (Taunus)-Oberhöchstadt Am Weidengarten;8.546467;50.177439;100
Florstadt-Stammheim Gießener Straße;8.916335;50.313152;100
Stadecken, Ehrensäule;8.128621;49.910058;100
Wiesbaden-Biebrich Rheinufer;8.237235;50.036198;100
Wiesbaden Nordfriedhof;8.220868;50.096849;100
Mainz, Mainstr/Bewegungszentr.;8.258531;50.013484;100
Wiesbaden Fichtestraße/Handwerkskammer;8.259618;50.08296;100
Schlangenbad Landgrafenplatz;8.103336;50.093956;100
Darmstadt Im Harras;8.618589;49.87863;100
Mombach, Westring;8.218381;50.015997;100
Eschborn-Niederhöchstadt Goethestraße;8.546699;50.161684;100
Dreieich-Sprendlingen Karlstraße;8.696551;50.023927;100
Rodenbach-Niederrodenbach Sparkasse;9.020042;50.144947;100
Bad Endbach Grundweg;;;100
Göttingen Bahnhof/ZOB;;;100
Bad Wildungen Bahnhof;;;100
Marburg Hbf Ost/Ortenbergsteg;;;100
Dautphetal-Friedensdorf Bahnhof;;;100
Marburg Radestraße;;;100
Wremen;;;100
Rüsselsheim-Bauschheim Balkanstraße;8.383549;49.962692;100
Biebergemünd-Kassel (MKK) Nahversorgungszentrum;9.272899;50.213152;100
Mainhausen-Mainflingen Ginkgoring;9.018719;50.024856;100
Marburg Erlenring;;;100
Flörsheim (Main)-Weilbach Gänsgasse;8.434498;50.047325;100
Langenselbold Kreuze;9.045894;50.18083;100
Partenstein;9.523827;50.038607;100
Raunheim Christoph-Probst-Kreisel;8.465243;50.016984;100
Dieburg Schlossgarten;8.837882;49.896019;100
Rüsselsheim-Königstädten Hyundai-Platz;8.440851;49.973265;100
Sulzbach (Taunus) Kirche;8.529271;50.131506;100
D-Flughafen Bf;6.782947;51.28859;100
Bad Soden (Taunus) Richard-Wagner-Straße;8.505291;50.140357;100
Hanau-Klein-Auheim Obergasse;8.933145;50.101674;100
Bad Homburg v.d.H.-Ober-Erlenbach Taunusblick;8.67192;50.223967;100
Hofheim am Taunus Fichtestraße;8.451162;50.090222;100
Frankfurt (Main) Gablonzer Straße;8.672276;50.084713;100
Offenbach (Main)-Mathildenviertel Tempelseestraße;8.771172;50.101051;100
Boppard Hauptbahnhof;7.586391;50.231632;100
Friedrichsdorf-Köppern Alter Friedhof;8.649628;50.278192;100
Hanau Körnerstraße;8.910986;50.14239;100
Niedernhausen Am Felsenkeller;8.323265;50.16058;100
Fischbachtal-Niedernhausen Linde;8.813214;49.769664;100
Darmstadt Spessartring;8.670021;49.879188;100
Wiesbaden-Nordenstadt Konrad-Zuse-Straße;8.329475;50.061632;100
Rüsselsheim-Bauschheim Chattenring;8.381034;49.96723;100
St. Goar Bahnhof;7.714587;50.150155;100
Hanau-Steinheim Evangelische Kirche;8.915016;50.109727;100
Taunusstein-Neuhof Siedlung Platte;8.212042;50.15667;100
Hofheim am Taunus-Wallau Feuerwache;8.375533;50.063291;100
Wiesbaden-Klarenthal Graf-von-Galen-Straße;8.198919;50.091948;100
Mainz, Schusterstraße;8.271118;50.001812;100
Alzenau Burg;9.074305;50.087886;100
Rodenbach-Niederrodenbach Raiffeisenbank;9.021075;50.14449;100
Hanau-Großauheim Bahnhofstraße;8.942402;50.10621;100
Kelkheim (Taunus) Lorsbacher Straße;8.456775;50.128974;100
Lerchenberg, Menzelstraße;8.187425;49.964139;100
Maintal-Dörnigheim Eschenweg;8.860915;50.133949;100
Bad Homburg v.d.H. Schwalbacher Straße;8.608243;50.234445;100
Mühlheim (Main) Friedensstraße;8.82684;50.119478;100
Wiesbaden Hasengartenstraße;8.25918;50.06021;100
Karlsruhe-Durlach;8.462656;49.002187;100
Reichelsheim (Odw.) Volksbank;8.841442;49.711702;100
Langen (Hessen) Schwimmbad;8.68406;49.986893;100
Kelsterbach Schwanheimer Straße;8.528358;50.072031;100
Gonsenheim, Mainzer Straße;8.217764;50.000592;100
Darmstadt Moldenhauerweg;8.61946;49.875769;100
Liederbach (Taunus)-Oberliederbach Sindlinger Weg;8.50086;50.117114;100
Raunheim Stadtzentrum;8.449708;50.008914;100
Kriftel Friedhof;8.474799;50.087616;100
Dreieich-Sprendlingen Im Gefierth;8.704233;50.027471;100
Mühlheim (Main) Lerchenweg;8.833714;50.125076;100
Friedrichsdorf-Seulberg Brendelstraße;8.644922;50.24687;100
Wiesbaden-Biebrich Heppenheimer Straße;8.24352;50.040848;100
Büdingen-Düdelsheim Hauptstraße;9.028412;50.293558;100
Gießen Behördenzentrum;8.678922;50.584421;100
Limburg (Lahn) ZOB Süd;8.063558;50.384204;100
Bischofsheim Rheinstraße;8.355715;49.988289;100
Frankfurt (Main) Neuer Jüdischer Friedhof;8.684736;50.139248;100
Pfungstadt Südring;8.609748;49.797261;100
Dreieich-Buchschlag Hengstbachanlage;8.667797;50.02397;100
Groß-Bieberau Mitte;8.828457;49.800093;100
Hanau Dunlop;8.938819;50.124602;100
Hofheim am Taunus-Marxheim Klarastraße;8.43487;50.072689;100
Oberursel (Taunus) Marktplatz;8.576887;50.202888;100
Wiesbaden-Biebrich Wilhelm-Kopp-Straße;8.23828;50.036402;100
Friedrichsdorf-Burgholzhausen Rodheimer Straße;8.677609;50.25626;100
Langen (Hessen) Aranda-de-Duero-Platz;8.671722;49.997116;100
Nidderau-Heldenbergen Beethovenallee;8.86854;50.230737;100
Hattersheim (Main) Bahnhof Nord;8.489287;50.068036;100
Wiesbaden-Biebrich Schloß;8.231199;50.037598;100
Wiesbaden-Mainz-Kostheim Steinern-Kreuz-Weg;8.311224;50.008715;100
Büdingen-Lorbach Herrnhuter Straße;9.094233;50.273942;100
Wetzlar Leitzplatz;8.499259;50.552286;100
Wiesbaden Rheinstr./Rh-M. CongressCenter;8.242305;50.077023;100
Riedstadt-Erfelden Berliner Straße;8.477814;49.835115;100
Bad Homburg v.d.H. Weidebornweg;8.597642;50.225806;100
Niedernhausen-Oberjosbach Altes Rathaus;8.33678;50.169954;100
Neu-Isenburg Ulmenweg;8.696705;50.045015;100
Staudernheim, Bahnhof;7.693775;49.780728;100
Wiesbaden Tränkweg;8.247344;50.098302;100
Raunheim Moselstraße;8.443369;50.010642;100
Groß-Umstadt Goethestraße;8.923227;49.86877;100
Taunusstein-Bleidenstadt Röder;8.150862;50.141288;100
Groß-Zimmern Frankfurter Straße;8.820774;49.879455;100
Gonsenheim, Canisiusstraße;8.216306;50.005942;100
Frankfurt (Main) Schule Nieder-Erlenbach;8.712738;50.201985;100
Wiesbaden-Biebrich Tannhäuserstraße;8.241885;50.05071;100
Germersheim;8.364932;49.225714;100
Friedrichsdorf-Burgholzhausen Philipp-Reis-Schule;8.6541;50.257304;100
Wiesbaden Riederbergstraße;8.230015;50.084218;100
Oberursel (Taunus)-Weißkirchen Am Gaßgang;8.603008;50.181992;100
Ginsheim-Gustavsburg Ginsheim Gustavsburger Straße;8.341541;49.976795;100
Frankfurt (Main) Hansenweg;8.718849;50.096212;100
Luxembourg;;;100
Idstein Busbahnhof;8.267806;50.221596;100
Frankfurt (Main) Mauritiusstraße;8.580292;50.087384;100
Langenselbold Käthe-Kollwitz Schule;9.027427;50.180552;100
Mainz, Straßenbahnamt;8.252334;50.016255;100
Idstein-Heftrich Raiffeisenstraße;8.334569;50.219303;100
Langen (Hessen) Friedhof;8.680202;49.983139;100
Gonsenheim, Nerotalstraße;8.209793;50.002665;100
Usingen-Wernborn Lindenstraße;8.569499;50.360983;100
Kronberg (Taunus)-Oberhöchstadt Altkönigstift;8.535893;50.19157;100
Schmitten-Brombach Im Boden;8.465896;50.293281;100
Rüsselsheim Albrecht-Dürer-Schule;8.450718;49.989446;100
Königstein (Taunus) Theresenstraße;8.465211;50.185792;100
Wiesbaden-Naurod Schillerstraße;8.304714;50.138426;100
Waldsolms-Hasselborn;8.495311;50.406659;100
Sulzbach (Taunus) Am Limespark;8.519009;50.129702;100
Brensbach Ortsmitte;8.877513;49.772986;100
Bad Soden (Taunus) Parkstraße;8.496538;50.14935;100
Offenbach (Main)-Rumpenheim Biebernseeweg;8.807329;50.125362;100
Lahntal-Sterzhausen Bahnhof;;;100
Maintal-Dörnigheim August-Bebel-Straße;8.837264;50.137955;100
Marburg-Marbach Brunnenstraße;;;100
Frankenberg, Süd;;;100
Burghaun Bahnhof;9.724918;50.702087;100
Gießen-Wieseck Greizer Straße;;;100
Mannheim, Universitätsklinikum;;;100
Eschborn Schwimmbad;8.556237;50.148802;100
Wiesbaden-Erbenheim Egerstraße;8.299143;50.055012;100
Rauschenberg Burgholzer Straße;;;100
Bad Homburg v.d.H. Urseler Straße;8.606616;50.21743;100
Hechtsheim, Birkenstraße;8.269884;49.966855;100
Hanau Friedenskirche;8.897103;50.128673;100
Hechtsheim, Bürgerhaus;8.275107;49.956832;100
Hartenberg, Hegelstraße;8.235769;49.996192;100
Offenbach (Main)-Buchhügel Buchhügelallee;8.775639;50.093162;100
Reinheim-Zeilhard Georgenhäuser Straße;8.793343;49.843937;100
Lorch-Lorchhausen Bahnhof;7.779823;50.055171;100
Langen (Hessen) Carl-Schurz-Straße;8.644035;49.999971;100
Oberursel (Taunus)-Stierstadt Seedammweg;8.574307;50.186674;100
Hanau Lärchenweg;8.93756;50.135777;100
Sinntal-Sterbfritz Bahnhof;;;100
Oberursel (Taunus)-Weißkirchen Weißkirchener Str.;8.59229;50.180395;100
Darmstadt Otto-Hesse-Straße;8.603585;49.866366;100
Flörsbachtal-Lohrhaupten Post;9.480563;50.127604;100
Mainz, Waggonfabrik;8.234407;50.014394;100
Dreieich-Offenthal Friedhof;8.741814;49.983426;100
Seligenstadt Kortenbacher Weg;8.959835;50.042931;100
Weisenau, Bauhaus/Am Großberg;8.285596;49.971913;100
Hanau Vor der Kinzigbrücke;8.911404;50.139923;100
Mömbris-Mensengesäß;9.165756;50.070236;100
Groß-Gerau-Wallerstädten Rathaus;8.451015;49.9044;100
Würzburg, Busbahnhof;9.934382;49.801545;100
Wiesbaden Pagenstecherstraße;8.236966;50.090595;100
Flörsheim (Main) Flörsheim Elisabeth-Jakobi-Straße;8.423789;50.015289;100
Neu-Isenburg Goetheschule;8.709194;50.052963;100
Riedstadt-Erfelden Bahnstraße;8.470312;49.835325;100
Wiesbaden Gartenfeldstraße P+R;8.246509;50.069336;100
Glashütten-Schloßborn Im Krautfeld;8.379591;50.196465;100
Darmstadt Alfred-Messel-Weg;8.672716;49.885947;100
Nidderau-Ostheim Hanauer Straße;8.907238;50.221883;100
Bad Nauheim-Nieder-Mörlen Martinusstraße;8.738071;50.377351;100
Frankfurt (Main) Vogelstraße;8.650137;50.076939;100
Laubenheim, Rüsselsheimer Alle;8.325532;49.964124;100
Kelkheim (Taunus)-Münster Dieselstraße;8.465771;50.124184;100
Hanau-Wolfgang Brüningstraße;8.944908;50.125654;100
Münster (Hessen) Hallenbad;8.854464;49.917232;100
Schmitten-Oberreifenberg Steinbruch;8.438105;50.245893;100
Frankfurt (Main) Friedberger Anlage;8.6933;50.116052;100
Groß-Umstadt Pfälzer Schloß;8.926678;49.867729;100
Steinbach (Taunus) Am Schießberg;8.568894;50.165774;100
Mainhausen Zellhausen Bahnhof;8.970014;50.016137;100
Königstein (Taunus)-Mammolshain Evangelische Kirche;8.497096;50.172264;100
Trebur Rüsselsheimer Straße;8.406028;49.929074;100
Wiesbaden-Schierstein Hermann-Löns-Str;8.197053;50.054773;100
Rüsselsheim-Bauschheim Am Rabenstein;8.371838;49.959503;100
Karben-Groß-Karben Bürgerzentrum;8.762505;50.232835;100
Mombach, Ortsverwaltung;8.22427;50.022547;100
Usingen-Eschbach Kirche;8.536794;50.354716;100
Ronneburg-Altwiedermus Ronneburger Straße;9.05528;50.234339;100
Bad Homburg v.d.H. Mariannenweg;8.597746;50.228421;100
Langen (Hessen) Am Bergfried;8.687286;49.980839;100
Bad Homburg v.d.H. Bommersheimer Weg;8.601424;50.223454;100
Darmstadt-Eberstadt Friedrich-Ebert-Straße;8.645652;49.838316;100
Eppstein-Bremthal Valterweg;8.346857;50.14069;100
Wiesbaden-Biebrich Wörther-See-Straße;8.220434;50.055824;100
Offenbach (Main)-Bieber Ostendplatz;8.808825;50.087184;100
Bad Homburg v.d.H. Goldgrubenstraße;8.602551;50.221957;100
Frankfurt (Main) Bruchfeld-/Melibocusstraße;8.638295;50.086531;100
Darmstadt Daimlerweg;8.640572;49.889907;100
Gonsenheim, Josef-Ludwig-Platz;8.213148;50.003575;100
Budenheim, Bahnhof;8.173812;50.026866;100
Groß-Gerau Friedhof;8.483786;49.930331;100
Neu-Isenburg-Zeppelinheim Wilhelm-Haas-Platz;8.619673;50.032461;100
Mörfelden-Walldorf-Mörfelden Kurhessenstraße;8.577555;49.986137;100
Riedstadt-Leeheim Geinsheimer Straße;8.437343;49.858487;100
Weiterstadt-Riedbahn Riedstraße;8.610642;49.887653;100
Rodenbach-Niederrodenbach Nordring;9.02913;50.138769;100
Mainz, Sömmerringstraße;8.25653;50.012006;100
Mainz, Holzturm/Malakoff-Passage;8.278655;49.9967;100
Großkrotzenburg Siedlung;8.987306;50.081505;100
Grünberg-Göbelnrod Bahnhof;8.920884;50.597596;100
Wiesbaden-Biebrich Gottfried-Kinkel-Straße;8.242893;50.058579;100
Raunheim Rudolf-Ihm-Platz;8.461543;50.014778;100
Hartenberg, Kantstraße;8.237716;49.997894;100
Offenbach (Main)-Offenbach Ost Rohrmühle;8.79134;50.107899;100
Flughafen/Messe;9.196691;48.691645;100
Darmstadt Pfnorstraße;8.631499;49.884367;100
Büttelborn-Worfelden Siedlung Hesselrod;8.540256;49.9318;100
Weilrod-Rod a.d. Weil Post;8.381405;50.337881;100
Maintal-Bischofsheim Rumpenheimer Weg;8.808141;50.14905;100
Karben-Burg-Gräfenrode Bindweidring;8.792584;50.25699;100
Gonsenheim, E.-Brändström-Str.;8.208451;50.008581;100
Kronberg (Taunus)-Oberhöchstadt Sodener Straße;8.536681;50.178911;100
Offenbach (Main)-Lauterborn Schumannstraße;8.747913;50.083858;100
Mörfelden-Walldorf-Walldorf Flughafenstraße;8.576086;50.002481;100
Neubrücke, Bahnhof;7.1727;49.606042;100
Mühltal-Nieder-Ramstadt Kohlbergweg;8.694908;49.822232;100
Hasselroth-Niedermittlau Kirche;9.126375;50.167891;100
Weilburg ZOB;8.26711;50.48562;100
Marienborn, Im Borner Grund;8.230259;49.963807;100
Rodgau-Nieder-Roden Bahnhof Nordseite;8.870471;49.997351;100
Wiesbaden-Klarenthal Konrad-Arndt-Straße;8.204772;50.089597;100
Hechtsheim, Dornsheimer Weg;8.26978;49.958224;100
Münster (Hessen) SV Sportplatz;8.862586;49.918041;100
Bad Homburg v.d.H. Brüningstraße;8.595368;50.232055;100
Niedernhausen Germanenweg;8.325515;50.164316;100
Rüsselsheim-Königstädten Forsthausstraße;8.453459;49.966636;100
Rüsselsheim Stadion;8.42524;50.000637;100
Hainburg-Hainstadt Hainstädter Straße;8.94713;50.078803;100
Hammersbach-Marköbel Untertor;8.988948;50.221813;100
Oberursel (Taunus)-Stierstadt Altes Rathaus;8.584825;50.182378;100
Babenhausen-Hergershausen Schule;8.913445;49.94111;100
Bruchköbel-Niederissigheim Wilhelm-Busch-Ring;8.924957;50.194772;100
Raunheim Tejostraße;8.472537;50.03004;100
Erlensee-Langendiebach Kindertagesstätte N. Sachs;8.9941;50.172326;100
Eschborn Eschenplatz;8.569443;50.143476;100
Dietzenbach Gartenstraße;8.787796;50.031461;100
Niederdresselndorf Bf;;;100
Offenbach (Main)-Offenbach Ost Rhönstraße;8.78516;50.100147;100
Wiesbaden-Biebrich Robert-Krekel-Anlage;8.241003;50.043763;100
Großkrotzenburg Mitte;8.979469;50.082677;100
Osnabrück Hbf;8.06164;52.2728;100
Wiesbaden-Dotzheim Waldviertel;8.185731;50.089713;100
Wiesbaden-Biebrich Calvinstraße;8.212298;50.061801;100
Eschborn Rahmannstraße;8.568805;50.131974;100
Groß-Gerau Oppenheimer Straße;8.475458;49.921924;100
Glashütten Am Brünnchen;8.403501;50.218162;100
Gladenbach Busbahnhof;;;100
Marburg-Moischt Bürgerhaus;;;100
Biedenkopf Bahnhof;;;100
Erzhausen Lessingstraße;8.634639;49.95227;100
Marburg Erwin-Piscator-Haus;;;100
Bad Vilbel VILCO;;;100
Wiesbaden Nerotal;8.226323;50.09502;100
Nidderau-Erbstadt Pfaffenhof;8.864629;50.270644;100
Groß-Gerau Freibad;;;100
Oberursel (Taunus)-Bommersheim Wallstraße;8.597894;50.197447;100
Weisenau, Schillerschule;8.298262;49.980297;100
Bretzenheim, J.-H.-Str./Arena;8.223787;49.989418;100
Bad Homburg v.d.H.-Gonzenheim Auf der Schanze;8.633842;50.217181;100
Wiesbaden-Biebrich Theodor-Heuss-Ring;8.242243;50.061091;100
Hochheim (Main) Altkönigstraße;8.363264;50.013921;100
Königstein (Taunus)-Falkenstein Ehrenmal;8.47874;50.193265;100
Frankfurt (Main) Osthafenbrücke;8.71115;50.105188;100
Wiesbaden-Naurod Bernsteinstraße;8.297819;50.133072;100
Obertshausen Im Birkengrund;8.830667;50.06307;100
Hanau Feuerbachstraße;8.942659;50.141475;100
Frankfurt (Main) Füllerstraße;8.655355;50.147205;100
Obertshausen-Hausen Robert-Koch-Straße;8.860337;50.075322;100
Hanau-Großauheim Spessartstraße;8.948013;50.106186;100
Büdingen-Büches-Düdelsheim Bahnhof;9.066778;50.297362;100
Ginsheim-Gustavsburg Pestalozzistraße;8.319135;49.997059;100
Rosbach v.d. Höhe-Ober-Rosbach Friedberger Straße;8.695769;50.305715;100
Groß-Zimmern-Klein-Zimmern Markstraße;8.84714;49.868601;100
Neu-Isenburg Forsthaus Tannenwald;8.672312;50.055836;100
Karben-Petterweil Friedhof;8.714736;50.245417;100
Frankfurt (Main) Waldfriedstraße;8.646822;50.07746;100
Rodenbach-Niederrodenbach Landwehr;9.012611;50.142742;100
Hanau Hohe Landesschule;8.918118;50.14406;100
Friedrichsdorf-Seulberg Morrstraße;8.652872;50.242022;100
Wiesbaden-Rambach Kitzelberg;8.27612;50.119489;100
Schmitten-Oberreifenberg Kirche;8.430823;50.245261;100
Osthofen, Bahnhof;8.325898;49.705022;100
Darmstadt Schwarzer Weg;8.669114;49.885758;100
Bad Homburg v.d.H.-Ober-Erlenbach Ahlweg;8.681744;50.224883;100
Florstadt-Ober-Florstadt;8.874695;50.326218;100
Oberursel (Taunus)-Bommersheim Kalbacher Straße;8.602671;50.200709;100
Oberursel (Taunus) Camp King;8.553295;50.214626;100
Weiterstadt-Gräfenhausen Gartenstraße;8.601426;49.927109;100
Rüsselsheim Klinikum/Hochschule;8.423421;49.983596;100
Neu-Isenburg Waldspielpark;8.682624;50.058067;100
Offenbach (Main)-Hafen Hafenbrücke;8.747386;50.112393;100
Weisenau, Synagoge;8.300553;49.985126;100
Reinheim-Georgenhausen Am Sportplatz;8.806732;49.84561;100
